@id,socrata:rowID{Literal},rdf:type{URIRef},rdfs:member{URIRef},ds:consent_cases{Literal},ds:consent_deaths{Literal},ds:created_at{Literal},ds:new_case{Literal},ds:new_death{Literal},ds:state{Literal},ds:submission_date{Literal},ds:tot_cases{Literal},ds:tot_death{Literal},ds:conf_cases{Literal},ds:conf_death{Literal},ds:pnew_case{Literal},ds:pnew_death{Literal},ds:prob_cases{Literal},ds:prob_death{Literal}
ds:row-mtvk.7uii-x4xj,row-mtvk.7uii-x4xj,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-05-12T17:26:08,211.0,41.0,CT,2020-05-11T00:00:00,33765,3008,31955.0,2294.0,-30,-10,1810,714
ds:row-mv46_ceaf.8ycv,row-mv46_ceaf.8ycv,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-03-31T16:22:39,144.0,0.0,ID,2020-04-01T00:00:00,669,9,,,,,,
ds:row-mxcy_ketc-vs7e,row-mxcy_ketc-vs7e,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-10-04T13:35:23,3054.0,20.0,WI,2020-10-03T00:00:00,138002,1383,130798.0,1372.0,162,1,7204,11
ds:row-n5uu_atx7.ve25,row-n5uu_atx7.ve25,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,2021-03-22T13:57:09,6.0,0.0,VI,2021-03-21T00:00:00,2858,25,,,0,0,,
ds:row-nfyj_q5ye.praj,row-nfyj_q5ye.praj,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-08-17T00:00:00,7939.0,41.0,NC,2021-08-17T00:00:00,1140232,14145,964391.0,12450.0,1390,11,175841,1695
ds:row-nj89-w5jb_c5jz,row-nj89-w5jb_c5jz,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-05-18T16:01:54,0.0,0.0,ID,2020-05-17T00:00:00,2419,73,2203.0,73.0,0,-20,216,0
ds:row-nxjz.tsbn.m5bc,row-nxjz.tsbn.m5bc,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,,2020-08-28T13:43:49,553.0,21.0,NV,2020-08-27T00:00:00,67491,1300,67220.0,,-1,0,271,
ds:row-nysj.n8v2_bme8,row-nysj.n8v2_bme8,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-10-18T13:49:53,338.0,0.0,AL,2021-10-17T00:00:00,814363,15179,607593.0,11727.0,87,0,206770,3452
ds:row-p3ji_uyxf_4g86,row-p3ji_uyxf_4g86,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2021-07-10T14:17:36,1639.0,4.0,MO,2021-07-09T00:00:00,631603,9387,,,472,0,,
ds:row-p4cu.3n78.4pwn,row-p4cu.3n78.4pwn,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-07-06T00:00:00,436.0,21.0,MS,2020-07-04T00:00:00,35561,1496,35032.0,1463.0,23,2,529,33
ds:row-p8fk.7pea-dad9,row-p8fk.7pea-dad9,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Agree,2021-01-14T00:00:00,4387.0,78.0,IN,2021-01-14T00:00:00,578875,10998,,10628.0,0,3,,370
ds:row-pfiw_eu9k.r7fw,row-pfiw_eu9k.r7fw,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Not agree,2021-04-01T14:13:30,208.0,0.0,ND,2021-03-31T00:00:00,103299,1466,96726.0,,49,0,6573,
ds:row-pjet.wp7b-7tu8,row-pjet.wp7b-7tu8,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2021-01-06T00:00:00,1061.0,10.0,NE,2021-01-04T00:00:00,170287,1682,,,0,0,,
ds:row-pkyd-khqz_hpcg,row-pkyd-khqz_hpcg,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-09-22T13:51:57,1477.0,7.0,IL,2020-09-21T00:00:00,277933,8693,275735.0,8457.0,0,0,2198,236
ds:row-pstm-4nth_45ut,row-pstm-4nth_45ut,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-09-11T00:00:00,103.0,0.0,DE,2020-09-09T00:00:00,18607,609,17635.0,537.0,0,0,972,72
ds:row-pwu7-cbv8-vf2a,row-pwu7-cbv8-vf2a,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-01-11T00:00:00,3934.0,91.0,NC,2021-01-11T00:00:00,660589,8956,588705.0,8160.0,794,18,71884,796
ds:row-pzbe-juia_paes,row-pzbe-juia_paes,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-03-26T16:22:39,0.0,0.0,MI,2020-01-27T00:00:00,0,0,,,,,,
ds:row-q2d9.tte5-zjkq,row-q2d9.tte5-zjkq,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2021-05-23T13:37:59,293.0,0.0,MO,2021-05-22T00:00:00,596262,9006,,,83,0,,
ds:row-q6s2.9ccf.7au4,row-q6s2.9ccf.7au4,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,N/A,Agree,2020-06-07T00:00:00,712.0,34.0,MD,2020-06-05T00:00:00,57482,2847,,2723.0,0,3,,124
ds:row-q778-tnxx_ezne,row-q778-tnxx_ezne,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2021-03-17T14:24:24,3.0,0.0,GU,2021-03-16T00:00:00,7776,134,,,0,0,,
ds:row-q95b-x9bp_45zc,row-q95b-x9bp_45zc,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,2020-06-01T14:17:42,0.0,0.0,VI,2020-05-31T00:00:00,69,6,,,0,0,,
ds:row-qauy_duhg.jr48,row-qauy_duhg.jr48,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-03-26T00:00:00,31.0,0.0,DE,2020-03-24T00:00:00,136,0,136.0,,0,,0,
ds:row-qitr_7ff6.nhxh,row-qitr_7ff6.nhxh,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-03-26T16:22:39,0.0,0.0,MI,2020-02-03T00:00:00,0,0,,,,,,
ds:row-qp2d.5rz8_99vi,row-qp2d.5rz8_99vi,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,N/A,N/A,2020-12-04T00:00:00,3065.0,45.0,WA,2020-12-02T00:00:00,175116,2850,,,218,0,,
ds:row-qp2f-hy94.cx4k,row-qp2f-hy94.cx4k,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-09-26T13:46:07,2805.0,33.0,IL,2020-09-25T00:00:00,286374,8807,283885.0,8563.0,291,8,2489,244
ds:row-qp72-eizu-y999,row-qp72-eizu-y999,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-06-19T15:01:11,36.0,0.0,MT,2020-06-18T00:00:00,666,20,666.0,20.0,0,0,0,0
ds:row-qrv9_hysq-x8w4,row-qrv9_hysq-x8w4,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-03-02T14:54:47,2680.0,29.0,CT,2021-03-01T00:00:00,282626,7651,263448.0,6280.0,284,3,19178,1371
ds:row-qyxj_xkt3-bzb2,row-qyxj_xkt3-bzb2,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Not agree,2020-03-26T16:22:39,0,0,CA,2020-01-22T00:00:00,0,0,,,,,,
ds:row-qzh9.5dst-9yz5,row-qzh9.5dst-9yz5,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-07-06T00:00:00,763.0,19.0,NC,2020-07-06T00:00:00,80882,1539,80715.0,1539.0,4,0,167,0
ds:row-qzkr.2brp_iyk9,row-qzkr.2brp_iyk9,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Agree,2021-07-26T00:00:00,635.0,5.0,IN,2021-07-26T00:00:00,766351,14030,,13588.0,0,0,,442
ds:row-r4rq-utfy_kvqw,row-r4rq-utfy_kvqw,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,N/A,N/A,2020-03-04T00:00:00,0.0,5.0,WA,2020-03-02T00:00:00,1,6,,,0,,,
ds:row-rhds_43ur-a78f,row-rhds_43ur-a78f,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2021-06-15T00:00:00,6.0,0.0,VT,2021-06-13T00:00:00,22756,249,,,0,0,,
ds:row-rjkk-75q2_pcku,row-rjkk-75q2_pcku,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2020-08-06T00:00:00,198.0,0.0,NE,2020-08-04T00:00:00,27154,332,,,0,0,,
ds:row-rk3w-k2ak.m9qz,row-rk3w-k2ak.m9qz,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-03-30T14:06:13,335.0,3.0,ID,2021-03-29T00:00:00,179763,1957,144526.0,1706.0,93,2,35237,251
ds:row-rkj8-cgxy.3hp4,row-rkj8-cgxy.3hp4,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-12-12T14:59:37,978.0,24.0,MT,2020-12-11T00:00:00,71870,805,71870.0,805.0,0,0,0,0
ds:row-rmte-7c3r.gs3q,row-rmte-7c3r.gs3q,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-03-22T00:00:00,976.0,9.0,NC,2021-03-22T00:00:00,899684,12596,777869.0,11136.0,263,1,121815,1460
ds:row-rwvs-3vs2-gn8x,row-rwvs-3vs2-gn8x,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-06-09T14:26:44,202.0,16.0,WI,2021-06-08T00:00:00,675650,7981,611168.0,7178.0,34,-1,64482,803
ds:row-s63q_ze2w-6y9h,row-s63q_ze2w-6y9h,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-08-18T14:26:55,282.0,4.0,ID,2020-08-17T00:00:00,27942,273,26091.0,245.0,32,0,1851,28
ds:row-sd8n_uwzq_rdww,row-sd8n_uwzq_rdww,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-02-21T00:00:00,794.0,35.0,AL,2021-02-19T00:00:00,506588,10338,392879.0,8247.0,249,3,113709,2091
ds:row-sj6y_cgaa.d8us,row-sj6y_cgaa.d8us,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2020-10-11T13:47:22,0.0,0.0,GU,2020-10-10T00:00:00,2989,58,,,0,0,,
ds:row-st8g.swip-ryuw,row-st8g.swip-ryuw,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-06-19T00:00:00,251.0,0.0,IL,2021-06-19T00:00:00,1388939,25566,1388939.0,23133.0,0,0,0,2433
ds:row-szeg_x2ru-rvgp,row-szeg_x2ru-rvgp,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2020-03-31T16:22:39,6.0,1.0,GU,2020-04-01T00:00:00,77,3,,,,,,
ds:row-t2j6_pdf4.hrty,row-t2j6_pdf4.hrty,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-05-28T00:00:00,1041.0,17.0,CA,2021-05-28T00:00:00,3837095,63278,3685906.0,63278.0,82,0,151189,0
ds:row-t65z-egjf-4z3q,row-t65z-egjf-4z3q,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-09-20T13:53:10,0.0,0.0,CT,2020-09-19T00:00:00,55527,4492,53218.0,3597.0,0,0,2309,895
ds:row-t67w_g5ab-sz33,row-t67w_g5ab-sz33,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-02-19T15:33:51,547.0,20.0,CT,2021-02-18T00:00:00,271903,7496,254980.0,6145.0,87,4,16923,1351
ds:row-tcpq-rvsq-c5n9,row-tcpq-rvsq-c5n9,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-10-11T00:00:00,1325.0,19.0,MI,2020-10-10T00:00:00,255618,7282,231495.0,6947.0,100,2,24123,335
ds:row-tfy5-kked.p4rq,row-tfy5-kked.p4rq,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-09-13T00:00:00,695.0,21.0,NC,2020-09-13T00:00:00,190896,3341,186810.0,3317.0,33,1,4086,24
ds:row-tp24_6d34_wz2b,row-tp24_6d34_wz2b,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-05-02T00:00:00,366.0,5.0,AL,2021-04-30T00:00:00,539163,11153,415748.0,8884.0,111,1,123415,2269
ds:row-tsfq-fdc5_4xwd,row-tsfq-fdc5_4xwd,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-07-05T15:00:14,0.0,0.0,ME,2020-07-04T00:00:00,3397,107,3012.0,107.0,0,-1,385,0
ds:row-tsqf-k5xe_fv9g,row-tsqf-k5xe_fv9g,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-06-09T00:00:00,365.0,18.0,AL,2020-06-07T00:00:00,24842,976,24427.0,910.0,7,2,415,66
ds:row-ttax_tadc_ss5s,row-ttax_tadc_ss5s,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,N/A,N/A,2020-02-28T00:00:00,0.0,0.0,WA,2020-02-26T00:00:00,1,0,,,0,,,
ds:row-tthf_uz9i-336j,row-tthf_uz9i-336j,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Not agree,2021-03-01T15:21:38,43.0,0.0,ND,2021-02-28T00:00:00,99852,1445,94623.0,,10,0,5229,
ds:row-tzdg-d7j2.9zfn,row-tzdg-d7j2.9zfn,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-01-13T00:00:00,8529.0,105.0,NC,2021-01-13T00:00:00,679993,9173,604627.0,8327.0,1411,24,75366,846
ds:row-u26u.2r28.2vtc,row-u26u.2r28.2vtc,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-01-19T00:00:00,2211.0,45.0,MI,2021-01-18T00:00:00,633020,15155,579621.0,14269.0,322,2,53399,886
ds:row-u4vu_jxrw.wyjt,row-u4vu_jxrw.wyjt,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-08-13T00:00:00,1529.0,10.0,MI,2020-08-12T00:00:00,182575,6651,165770.0,6333.0,155,0,16805,318
ds:row-ua99_sbk8-wrwf,row-ua99_sbk8-wrwf,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-06-11T14:48:51,40.0,0.0,ID,2020-06-10T00:00:00,3260,85,2947.0,65.0,7,0,313,20
ds:row-ubw5_dy79-39up,row-ubw5_dy79-39up,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-07-08T00:00:00,1455.0,29.0,MS,2020-07-06T00:00:00,37539,1544,36919.0,1509.0,64,1,620,35
ds:row-udx7.tf7z-fa7i,row-udx7.tf7z-fa7i,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-09-14T00:00:00,643.0,24.0,NC,2020-09-14T00:00:00,191539,3365,187412.0,3339.0,41,2,4127,26
ds:row-uihq-tpwv.dvk2,row-uihq-tpwv.dvk2,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,,2021-05-11T13:53:24,268.0,8.0,NV,2021-05-10T00:00:00,318780,5506,318780.0,,0,0,0,
ds:row-umr6-cxsk.zxi6,row-umr6-cxsk.zxi6,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,N/A,N/A,2020-12-08T00:00:00,1742.0,0.0,WA,2020-12-06T00:00:00,183182,2925,,,66,0,,
ds:row-up4x-hxgv_mp2w,row-up4x-hxgv_mp2w,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-01-03T14:53:25,1122.0,12.0,ID,2021-01-02T00:00:00,142199,1448,117636.0,1281.0,203,0,24563,167
ds:row-uxbr-4vum_9wuj,row-uxbr-4vum_9wuj,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-03-31T14:08:03,313.0,0.0,ID,2021-03-30T00:00:00,180076,1957,144723.0,1706.0,116,0,35353,251
ds:row-uycd.z7t2-swtw,row-uycd.z7t2-swtw,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Agree,2020-09-30T00:00:00,953.0,14.0,IN,2020-09-30T00:00:00,120019,3884,,3653.0,0,1,,231
ds:row-v2u7.b5iq_nb57,row-v2u7.b5iq_nb57,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,,2020-03-26T16:22:39,0.0,0.0,NV,2020-02-07T00:00:00,0,0,,,,,,
ds:row-v39s-fy3v.c22j,row-v39s-fy3v.c22j,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-11-27T15:07:59,12022.0,156.0,IL,2020-11-26T00:00:00,697489,12596,697489.0,11963.0,0,25,0,633
ds:row-v4wh-cwwp.pft9,row-v4wh-cwwp.pft9,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,N/A,Agree,2021-10-14T14:14:59,1123.0,20.0,MD,2021-10-13T00:00:00,547675,10664,,10432.0,0,1,,232
ds:row-vayg.dpf9_qtiz,row-vayg.dpf9_qtiz,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-12-04T15:00:59,1721.0,23.0,ID,2020-12-03T00:00:00,106455,1014,89739.0,927.0,407,1,16716,87
ds:row-vefz_v9yk_hwir,row-vefz_v9yk_hwir,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-10-03T13:39:53,2456.0,52.0,IL,2020-10-02T00:00:00,300385,8992,297646.0,8743.0,250,5,2739,249
ds:row-vgtr.7dwc_avj7,row-vgtr.7dwc_avj7,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-12-22T00:00:00,9355.0,75.0,NC,2020-12-22T00:00:00,510891,7177,466316.0,6726.0,1676,9,44575,451
ds:row-vrah_a77k-n34c,row-vrah_a77k-n34c,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,N/A,N/A,2020-07-18T00:00:00,1262.0,6.0,WA,2020-07-16T00:00:00,44292,1427,,,1,0,,
ds:row-vsvc-jge4.e6sj,row-vsvc-jge4.e6sj,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Agree,2021-09-15T00:00:00,4702.0,50.0,IN,2021-09-15T00:00:00,918230,15253,,14759.0,0,2,,494
ds:row-vu5j_bz7f.kbei,row-vu5j_bz7f.kbei,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-06-29T14:37:31,30.0,1.0,ME,2020-06-28T00:00:00,3221,105,2861.0,104.0,7,0,360,1
ds:row-vx23-gewm.d233,row-vx23-gewm.d233,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2021-10-19T15:01:15,163.0,3.0,GU,2021-10-18T00:00:00,17154,226,,,193,0,,
ds:row-vzuj_tjtc-sdby,row-vzuj_tjtc-sdby,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,N/A,Agree,2020-09-17T00:00:00,643.0,9.0,MD,2020-09-15T00:00:00,117888,3977,,3823.0,0,0,,154
ds:row-w6ru-5jit-6knx,row-w6ru-5jit-6knx,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-11-08T00:00:00,8790.0,55.0,CA,2020-11-08T00:00:00,1018342,18859,1006599.0,18859.0,281,0,11743,0
ds:row-w9rk-rbz5_ncau,row-w9rk-rbz5_ncau,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-01-31T00:00:00,0.0,0.0,AL,2020-01-29T00:00:00,8,0,7.0,0.0,0,0,1,0
ds:row-wc3q-xyd8.2wbg,row-wc3q-xyd8.2wbg,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-01-02T14:50:51,2085.0,12.0,WI,2021-01-01T00:00:00,522523,5254,483007.0,4869.0,180,2,39516,385
ds:row-wcec_crqn.x8cx,row-wcec_crqn.x8cx,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2021-02-08T14:53:12,318.0,6.0,NH,2021-02-07T00:00:00,68379,1104,,,91,2,,
ds:row-wky5.euet-59j5,row-wky5.euet-59j5,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-08-24T13:54:34,191.0,1.0,ID,2020-08-23T00:00:00,29853,307,27815.0,278.0,13,0,2038,29
ds:row-wmd8-eqs7.uuyz,row-wmd8-eqs7.uuyz,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Not agree,2020-12-31T14:55:07,294.0,10.0,ND,2020-12-30T00:00:00,92495,1292,89525.0,,68,0,2970,
ds:row-wqbc_m7mc.4438,row-wqbc_m7mc.4438,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-07-08T14:26:57,36.0,0.0,ME,2021-07-07T00:00:00,69192,861,50602.0,830.0,7,0,18590,31
ds:row-wx68-725d_yz5c,row-wx68-725d_yz5c,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,N/A,N/A,2020-04-15T00:00:00,265.0,0.0,WA,2020-04-13T00:00:00,10134,508,,,0,,,
ds:row-x37v.v2wh_bt4e,row-x37v.v2wh_bt4e,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Not agree,2021-03-12T15:20:13,121.0,1.0,ND,2021-03-11T00:00:00,100847,1455,95186.0,,40,0,5661,
ds:row-x6hq_a7r5-fua4,row-x6hq_a7r5-fua4,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-04-20T00:00:00,1200.0,69.0,CA,2020-04-20T00:00:00,44925,1662,44867.0,1662.0,0,0,58,0
ds:row-x96c_m9by.zbuh,row-x96c_m9by.zbuh,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-12-04T00:00:00,5344.0,108.0,MI,2020-12-03T00:00:00,500334,10528,460582.0,10039.0,430,7,39752,489
ds:row-x9jd_jus9-u3ev,row-x9jd_jus9-u3ev,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2020-08-02T00:00:00,1014.0,14.0,MO,2020-07-31T00:00:00,55735,1395,,,17,0,,
ds:row-xb4x.4bgv-cuxi,row-xb4x.4bgv-cuxi,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Agree,2020-09-12T00:00:00,1056.0,4.0,IN,2020-09-12T00:00:00,104561,3624,,3401.0,0,0,,223
ds:row-xczx-5ctz_zps5,row-xczx-5ctz_zps5,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Not agree,2020-04-19T16:22:39,57.0,1.0,ND,2020-04-19T00:00:00,585,10,585.0,,0,0,0,
ds:row-xdj6-gqqk.wbsu,row-xdj6-gqqk.wbsu,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Agree,2021-06-17T00:00:00,262.0,10.0,IN,2021-06-17T00:00:00,750432,13848,,13416.0,0,0,,432
ds:row-xmkg_6wqb_a3qm,row-xmkg_6wqb_a3qm,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-09-12T14:12:43,333.0,5.0,ID,2020-09-11T00:00:00,34950,412,32228.0,375.0,48,0,2722,37
ds:row-xr58.v6uc.uufx,row-xr58.v6uc.uufx,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,N/A,N/A,2021-09-14T14:22:50,3144.0,21.0,WA,2021-09-13T00:00:00,607160,6981,,,351,0,,
ds:row-ycrf_u6rd-mt8e,row-ycrf_u6rd-mt8e,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2020-07-18T00:00:00,151.0,8.0,NE,2020-07-16T00:00:00,22014,299,,,0,0,,
ds:row-ydez.xvy7.upx9,row-ydez.xvy7.upx9,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2021-02-22T14:53:38,12.0,0.0,GU,2021-02-21T00:00:00,7727,130,,,0,0,,
ds:row-ydxs-4kye-5558,row-ydxs-4kye-5558,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Not agree,2020-11-04T15:03:00,1114.0,12.0,ND,2020-11-03T00:00:00,48301,568,48301.0,,0,0,0,
ds:row-yhkt.wpm8-24xf,row-yhkt.wpm8-24xf,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,N/A,N/A,2021-07-07T14:48:49,297.0,6.0,WA,2021-07-06T00:00:00,453665,5960,,,42,0,,
ds:row-ynpe_66qy-rtb6,row-ynpe_66qy-rtb6,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2021-01-29T00:00:00,655.0,12.0,NE,2021-01-27T00:00:00,189456,1917,,,0,0,,
ds:row-yqz7.8dam-zjpk,row-yqz7.8dam-zjpk,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,2021-10-20T14:03:53,6.0,0.0,VI,2021-10-19T00:00:00,7085,78,,,0,0,,
ds:row-yr92.xf64_9m75,row-yr92.xf64_9m75,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2021-06-13T00:00:00,127.0,1.0,MS,2021-06-11T00:00:00,319527,7443,195651.0,5136.0,41,0,123876,2307
ds:row-yz65.vgdq.wt9m,row-yz65.vgdq.wt9m,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-08-16T00:00:00,890.0,10.0,MI,2020-08-15T00:00:00,186229,6682,169097.0,6364.0,51,0,17132,318
ds:row-yzdy_47qa-bke7,row-yzdy_47qa-bke7,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Not agree,Not agree,2020-08-14T00:00:00,1403.0,11.0,MO,2020-08-12T00:00:00,68431,1558,,,33,0,,
ds:row-zdi9_z788-4jeu,row-zdi9_z788-4jeu,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-08-31T00:00:00,2685.0,118.0,CA,2020-08-31T00:00:00,738505,14718,734279.0,14718.0,54,0,4226,0
ds:row-zgke-bwye.3499,row-zgke-bwye.3499,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-07-08T14:12:08,122.0,0.0,MT,2020-07-07T00:00:00,1371,23,1371.0,23.0,0,0,0,0
ds:row-zm3g-nmn8_27t4,row-zm3g-nmn8_27t4,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-04-15T00:00:00,217.0,13.0,MS,2020-04-13T00:00:00,4363,311,4338.0,310.0,0,0,25,1
ds:row-zpbh_bz5y_83bf,row-zpbh_bz5y_83bf,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-07-03T00:00:00,1739.0,18.0,AL,2020-07-01T00:00:00,47608,1362,46412.0,1258.0,129,0,1196,104
ds:row-zqjx-hs7b.zd9r,row-zqjx-hs7b.zd9r,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,Agree,Agree,2020-05-29T00:00:00,76.0,1.0,DE,2020-05-27T00:00:00,9316,345,8437.0,322.0,1,0,879,23
ds:row-zu3m_4wk4-87i3,row-zu3m_4wk4-87i3,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,N/A,N/A,2020-03-26T00:00:00,189.0,13.0,WA,2020-03-24T00:00:00,2322,123,,,0,,,
